disease_name,disease_id
familial erythrocytosis 3,DOID:0080338
familial erythrocytosis 4,DOID:0080339
developmental and epileptic encephalopathy 29,DOID:0080451
developmental and epileptic encephalopathy 17,DOID:0080450
developmental and epileptic encephalopathy 25,DOID:0080453
developmental and epileptic encephalopathy 28,DOID:0080452
developmental and epileptic encephalopathy 52,DOID:0080455
developmental and epileptic encephalopathy 42,DOID:0080454
"microcephaly, seizures, and developmental delay",DOID:0080457
developmental and epileptic encephalopathy 46,DOID:0080456
developmental and epileptic encephalopathy 12,DOID:0080459
developmental and epileptic encephalopathy 35,DOID:0080458
hormone producing pituitary cancer,DOID:5716
galactose epimerase deficiency,DOID:0111458
Charcot-Marie-Tooth disease dominant intermediate A,DOID:0110202
distal hereditary motor neuronopathy type 7,DOID:0111199
autosomal dominant distal hereditary motor neuronopathy,DOID:0111198
primary thrombocytopenia,DOID:8925
erythrokeratodermia variabilis et progressiva 1,DOID:0111195
autosomal dominant adult-onset proximal spinal muscular atrophy,DOID:0111194
autosomal recessive distal hereditary motor neuronopathy,DOID:0111197
X-linked distal spinal muscular atrophy 3,DOID:0111196
distal muscular dystrophy Tateyama type,
distal muscular dystrophy 4,
facioscapulohumeral muscular dystrophy 2,DOID:0111193
facioscapulohumeral muscular dystrophy 1,DOID:0111192
Charcot-Marie-Tooth disease dominant intermediate F,DOID:0110206
Treacher Collins syndrome,DOID:2908
Goldenhar syndrome,DOID:2907
Ewing sarcoma,DOID:3369
childhood osteosarcoma,DOID:3361
pulmonary valve stenosis,DOID:6420
localized scleroderma,DOID:8472
amelogenesis imperfecta hypomaturation type 2A5,DOID:0110063
amelogenesis imperfecta hypomaturation type 2A2,DOID:0110060
amelogenesis imperfecta hypomaturation type 2A3,DOID:0110061
amelogenesis imperfecta type 1G,DOID:0110066
amelogenesis imperfecta type 1H,DOID:0110064
amelogenesis imperfecta type 1F,DOID:0110065
frontotemporal dementia and/or amyotrophic lateral sclerosis-3,DOID:0110068
frontotemporal dementia and/or amyotrophic lateral sclerosis-4,DOID:0110069
childhood type dermatomyositis,DOID:14203
cataract 30,DOID:0110248
cataract 11 multiple types,DOID:0110249
cataract 36,DOID:0110247
cataract 38,DOID:0110245
cataract 13 with adult i phenotype,DOID:0110242
cataract 46 juvenile-onset,DOID:0110243
cataract 20 multiple types,DOID:0110240
cataract 41,DOID:0110241
bilateral breast cancer,DOID:6741
monoclonal gammopathy of uncertain significance,DOID:7442
ITM2B-related cerebral amyloid angiopathy 1,DOID:0070029
neurooculocardiogenitourinary syndrome,DOID:0111675
hyperinsulinism,DOID:2018
parasagittal meningioma,DOID:6869
pineoblastoma,DOID:1664
hyperthyroidism,DOID:7998
short chain acyl-CoA dehydrogenase deficiency,DOID:0080154
familial glomangioma,DOID:7996
thyrotoxicosis,DOID:7997
cerebrovascular disease,DOID:6713
Kartagener syndrome,DOID:0050144
depressive disorder,DOID:1596
chorioangioma,DOID:277
melancholic depression,DOID:1595
renovascular hypertension,DOID:1591
focal segmental glomerulosclerosis 9,DOID:0111134
Meckel's diverticulum,DOID:9487
disease of metabolism,DOID:0014667
aortic aneurysm,DOID:3627
urinary system cancer,DOID:3996
central nervous system cancer,DOID:3620
cannabis dependence,DOID:1849
Scheuermann's disease,DOID:13300
hereditary spastic paraplegia 48,DOID:0110800
hereditary spastic paraplegia 49,DOID:0110801
hereditary spastic paraplegia 50,DOID:0110802
hereditary spastic paraplegia 51,DOID:0110803
hereditary spastic paraplegia 52,DOID:0110804
hereditary spastic paraplegia 53,DOID:0110805
hereditary spastic paraplegia 54,DOID:0110806
granular corneal dystrophy,DOID:12318
hereditary spastic paraplegia 56,DOID:0110808
hereditary spastic paraplegia 57,DOID:0110809
syphilis,DOID:4166
aphthous stomatitis,DOID:9663
ganglioneuroblastoma,DOID:4163
senile cataract,DOID:9669
"spondyloepimetaphyseal dysplasia, Strudwick type",DOID:0080028
autosomal recessive spinocerebellar ataxia 16,DOID:0080029
nemaline myopathy,DOID:3191
neurilemmoma,DOID:3192
peripheral nerve sheath neoplasm,DOID:3193
Jansen's metaphyseal chondrodysplasia,DOID:0080020
Schmid metaphyseal chondrodysplasia,DOID:0080021
"otospondylomegaepiphyseal dysplasia, autosomal recessive",DOID:0080026
spondyloepimetaphyseal dysplasia,DOID:0080027
milk allergy,DOID:4376
oculocutaneous albinism type II,DOID:0070096
oculocutaneous albinism type III,DOID:0070097
oculocutaneous albinism type IA,DOID:0070094
oculocutaneous albinism type IB,DOID:0070095
schizophrenia 18,DOID:0070093
schizophrenia 15,DOID:0070091
oculocutaneous albinism type IV,DOID:0070098
Langerhans-cell histiocytosis,DOID:2571
Alzheimer's disease,DOID:10652
familial febrile seizures 8,DOID:0111298
generalized epilepsy with febrile seizures plus 10,DOID:0111296
generalized epilepsy with febrile seizures plus 2,DOID:0111294
idiopathic generalized epilepsy 10,DOID:0111292
Bloom syndrome,DOID:2717
diffuse cystic renal dysplasia,DOID:0111682
systemic lupus erythematosus,DOID:9074
histiocytoid hemangioma,DOID:474
skin hemangioma,DOID:471
angiokeratoma,DOID:479
tibial muscular dystrophy,DOID:0111078
myostatin-related muscle hypertrophy,DOID:0111072
progressive familial heart block,DOID:0111073
congenital bile acid synthesis defect 3,DOID:0111070
congenital bile acid synthesis defect 1,DOID:0111071
progressive familial heart block type IB,DOID:0111076
pyruvate kinase deficiency of red cells,DOID:0111077
progressive familial heart block type IA,DOID:0111074
long QT syndrome 14,DOID:0110655
long QT syndrome 13,DOID:0110654
congenital myasthenic syndrome 8,DOID:0110657
long QT syndrome 15,DOID:0110656
long QT syndrome 10,DOID:0110651
long QT syndrome 9,DOID:0110650
long QT syndrome 12,DOID:0110653
long QT syndrome 11,DOID:0110652
congenital myasthenic syndrome 7,DOID:0110659
congenital myasthenic syndrome 15,DOID:0110658
HCL-V,DOID:713
T-cell lymphoblastic leukemia/lymphoma,
mumps,DOID:10264
autoimmune hemolytic anemia,DOID:718
nephroblastoma,DOID:2154
endomyocardial fibrosis,DOID:12932
bone cancer,DOID:184
spontaneous ocular nystagmus,DOID:11771
schizophreniform disorder,DOID:11328
rickets,DOID:10609
"hand, foot and mouth disease",DOID:10881
herpangina,DOID:10883
lepromatous leprosy,DOID:10887
short bowel syndrome,DOID:10605
prostatic hypertrophy,DOID:11132
secondary hypertension,DOID:11130
lactose intolerance,DOID:10604
Legg-Calve-Perthes disease,DOID:14415
glucose intolerance,DOID:10603
invasive bladder transitional cell carcinoma,DOID:6477
spondyloarthropathy,DOID:1123
blindness,DOID:1432
pyuria,DOID:1439
pituitary apoplexy,DOID:1129
galactosemia,DOID:9870
Balo concentric sclerosis,DOID:0060215
frontotemporal dementia and/or amyotrophic lateral sclerosis-2,DOID:0060214
amyotrophic lateral sclerosis type 20,DOID:0060211
amyotrophic lateral sclerosis type 19,DOID:0060210
frontotemporal dementia and/or amyotrophic lateral sclerosis-1,DOID:0060213
amyotrophic lateral sclerosis type 21,DOID:0060212
Fukuyama congenital muscular dystrophy,DOID:0050559
Ullrich congenital muscular dystrophy,DOID:0050558
X-linked sideroblastic anemia with ataxia,DOID:0050554
congenital muscular dystrophy,DOID:0050557
Wiskott-Aldrich syndrome,DOID:9169
JMP syndrome,
bipolar ll disorder,DOID:0060166
cataract 12 multiple types,DOID:0110239
lip disease,DOID:9297
cleft lip,DOID:9296
commensal bacterial infectious disease,DOID:0050339
primary bacterial infectious disease,DOID:0050338
non-syndromic intellectual disability,DOID:0050889
syndromic intellectual disability,DOID:0050888
LADD syndrome,DOID:0081370
spinocerebellar ataxia type 5,DOID:0050882
inclusion body myopathy with Paget disease of bone and frontotemporal dementia,DOID:0050881
enlarged vestibular aqueduct,DOID:0050332
Townes-Brocks syndrome,DOID:0050887
Troyer syndrome,DOID:0050886
IMAGe syndrome,DOID:0050885
hypophosphatemia,DOID:0050336
achalasia,DOID:9164
colonic disease,DOID:5353
eczema herpeticum,DOID:9123
Loeys-Dietz syndrome 2,DOID:0070234
cataract 2 multiple types,DOID:0110235
cataract 4 multiple types,DOID:0110234
lysosomal acid lipase deficiency,DOID:0080217
tuberous sclerosis,DOID:13515
pain agnosia,DOID:0060145
bullous retinoschisis,DOID:12108
dacryoadenitis,DOID:950
Cockayne syndrome,DOID:2962
liposarcoma,DOID:3382
Papillon-Lefevre disease,DOID:3389
periodontal disease,DOID:3388
hemoglobinuria,DOID:582
achromatopsia 3,DOID:0110008
achromatopsia 7,DOID:0110009
salmonellosis,DOID:0060859
hypotonia-cystinuria syndrome,DOID:0060858
septooptic dysplasia,DOID:0060857
"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",DOID:0110001
autosomal dominant pseudohypoaldosteronism type 1,DOID:0060855
autosomal recessive pseudohypoaldosteronism type 1,DOID:0060854
Potocki-Lupski syndrome,DOID:0060853
Leber congenital amaurosis 9,DOID:0110005
annular pancreas,DOID:0060850
cataract 34 multiple types,DOID:0110230
Schaaf-Yang syndrome,DOID:0111715
autosomal recessive nonsyndromic deafness 31,DOID:0110490
Temple syndrome,DOID:0111713
Kagami-Ogata syndrome,DOID:0111712
focal nonepidermolytic palmoplantar keratoderma 2,DOID:0111711
focal or diffuse nonepidermolytic palmoplantar keratoderma,DOID:0111710
kidney angiomyolipoma,DOID:8411
narcolepsy,DOID:8986
neonatal jaundice,DOID:2383
anxiety disorder,DOID:2030
communication disorder,DOID:2033
encephalomalacia,DOID:2034
parathyroid adenoma,DOID:7608
syndromic X-linked intellectual disability 5,DOID:0060800
lymphadenitis,DOID:1602
MEHMO syndrome,DOID:0060801
anencephaly,DOID:0060668
cerebral cavernous malformation,DOID:0060669
syndromic X-linked intellectual disability Snyder type,DOID:0060802
adenocarcinoma,DOID:299
"3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia",DOID:0110003
nail-patella syndrome,DOID:9467
ovarian mucinous adenocarcinoma,DOID:3606
toxic encephalopathy,DOID:3602
extrinsic cardiomyopathy,DOID:3978
cephalosporin allergy,DOID:0040021
Usher syndrome type 3,DOID:0110828
type 2 diabetes mellitus,DOID:9352
Usher syndrome type 2,DOID:0110827
hereditary spastic paraplegia 9A,DOID:0110824
hereditary spastic paraplegia 9B,DOID:0110825
hereditary spastic paraplegia 77,DOID:0110822
hereditary spastic paraplegia 75,DOID:0110820
hereditary spastic paraplegia 76,DOID:0110821
syndromic X-linked intellectual disability Najm type,DOID:0060807
necrotizing fasciitis,DOID:9602
dengue shock syndrome,DOID:0050125
congenital disorder of glycosylation Ib,DOID:0080554
congenital disorder of glycosylation Ic,DOID:0080555
congenital disorder of glycosylation Id,DOID:0080556
congenital disorder of glycosylation Ie,DOID:0080557
Noonan syndrome with multiple lentigines 3,DOID:0080550
Naxos disease,DOID:0080551
congenital disorder of glycosylation Ia,DOID:0080552
congenital disorder of glycosylation Iaa,DOID:0080553
congenital disorder of glycosylation If,DOID:0080558
congenital disorder of glycosylation Ig,DOID:0080559
ischemic bone disease,DOID:0080008
X-linked dominant disease,DOID:0080009
neuronal ceroid lipofuscinosis 6A,DOID:0110729
achromatopsia 2,DOID:0110007
syndromic X-linked intellectual disability Claes-Jensen type,DOID:0060809
geniculate ganglionitis,DOID:14075
cardiovascular system disease,DOID:1287
granulomatous angiitis,DOID:2555
opiate dependence,DOID:2559
Wolfram syndrome,DOID:10632
CODAS syndrome,DOID:0111274
speech-language disorder-1,DOID:0111275
"sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",DOID:0111276
mitochondrial trifunctional protein deficiency,DOID:0111277
isolated sulfite oxidase deficiency,DOID:0111270
Oliver-McFarlane syndrome,DOID:0111271
occipital horn syndrome,DOID:0111272
histiocytosis-lymphadenopathy plus syndrome,DOID:0111278
psoriasis 7,DOID:0111279
Gilbert syndrome,DOID:2739
pseudoxanthoma elasticum,DOID:2738
Rothmund-Thomson syndrome,DOID:2732
vesiculobullous skin disease,DOID:2731
epidermolysis bullosa,DOID:2730
keratosis follicularis,DOID:2734
peroxisomal disease,DOID:906
Zellweger syndrome,DOID:905
pleomorphic adenoma,DOID:452
cone-rod dystrophy 5,DOID:0111010
cone-rod dystrophy 6,DOID:0111011
cone-rod dystrophy 7,DOID:0111012
cone-rod dystrophy 3,DOID:0111013
adrenal gland disease,DOID:9553
cone-rod dystrophy 13,DOID:0111016
cone-rod dystrophy 10,DOID:0111017
cone-rod dystrophy 11,DOID:0111018
cone-rod dystrophy 12,DOID:0111019
rigid spine muscular dystrophy 1,DOID:0110633
megaconial type congenital muscular dystrophy,DOID:0110632
muscular dystrophy-dystroglycanopathy type B6,DOID:0110637
congenital merosin-deficient muscular dystrophy 1A,DOID:0110636
muscular dystrophy-dystroglycanopathy type B5,DOID:0110635
neuronal ceroid lipofuscinosis 13,DOID:0110727
congenital muscular dystrophy due to integrin alpha-7 deficiency,DOID:0110639
thalassemia,DOID:10241
extrahepatic cholestasis,DOID:13619
3-methylglutaconic aciduria type 3,DOID:0110004
pterygium,DOID:0002116
nail disease,DOID:4123
autosomal dominant nonsyndromic deafness 3B,DOID:0110565
Charcot-Marie-Tooth disease dominant intermediate E,DOID:0110205
gangliocytoma,DOID:2426
hydronephrosis,DOID:11111
Gilles de la Tourette syndrome,DOID:11119
hypersensitivity reaction disease,DOID:0060056
popliteal pterygium syndrome,DOID:0060055
autoimmune disease of cardiovascular system,DOID:0060051
autoimmune disease of blood,DOID:0060050
oculocerebrorenal syndrome,DOID:1056
congenital syphilis,DOID:9856
lingual-facial-buccal dyskinesia,DOID:9854
Yunis-Varon syndrome,DOID:0060589
Noonan syndrome 10,DOID:0060588
autosomal recessive spinocerebellar ataxia 19,DOID:0080065
Noonan syndrome 7,DOID:0060585
Noonan syndrome 6,DOID:0060584
Noonan syndrome 9,DOID:0060587
Noonan syndrome 8,DOID:0060586
Noonan syndrome 3,DOID:0060581
Noonan syndrome 2,DOID:0060580
Noonan syndrome 5,DOID:0060583
Noonan syndrome 4,DOID:0060582
pontocerebellar hypoplasia type 4,DOID:0060273
pontocerebellar hypoplasia type 3,DOID:0060272
pontocerebellar hypoplasia type 2E,DOID:0060271
pontocerebellar hypoplasia type 2D,DOID:0060270
pontocerebellar hypoplasia type 8,DOID:0060277
pontocerebellar hypoplasia type 7,DOID:0060276
pontocerebellar hypoplasia type 6,DOID:0060275
pontocerebellar hypoplasia type 5,DOID:0060274
pontocerebellar hypoplasia type 10,DOID:0060279
pontocerebellar hypoplasia type 9,DOID:0060278
autosomal recessive spinocerebellar ataxia 11,DOID:0080063
hereditary sensory and autonomic neuropathy type 1A,DOID:0070152
Charcot-Marie-Tooth disease type 2,DOID:0050539
Charcot-Marie-Tooth disease type 1,DOID:0050538
intermediate spinal muscular atrophy,DOID:0050530
exudative vitreoretinopathy,DOID:0050535
congenital stationary night blindness,DOID:0050534
polydactyly,DOID:1148
amyotrophic lateral sclerosis,DOID:332
nutritional deficiency disease,DOID:5113
gyrate atrophy,DOID:1415
retinal cancer,DOID:4645
epidermolysis bullosa simplex,DOID:4644
familial retinoblastoma,DOID:4648
protein-energy malnutrition,DOID:11801
retinitis pigmentosa 4,DOID:0110372
retinitis pigmentosa 61,DOID:0110373
retinitis pigmentosa 56,DOID:0110371
collecting duct carcinoma,DOID:4464
clear cell renal cell carcinoma,DOID:4467
pustulosis of palm and sole,DOID:4398
retinitis pigmentosa 46,DOID:0110409
Vogt-Koyanagi-Harada disease,DOID:12297
Charcot-Marie-Tooth disease type 1F,DOID:0110149
Li-Fraumeni syndrome,DOID:3012
posterior fossa meningioma,DOID:4211
breast malignant phyllodes tumor,DOID:3016
iron deficiency anemia,DOID:11758
hypochromic anemia,DOID:11759
Charcot-Marie-Tooth disease type 1A,DOID:0110148
cornea squamous cell carcinoma,DOID:13538
craniopharyngioma,DOID:3840
osteopetrosis,DOID:13533
severe acute respiratory syndrome,DOID:2945
pica disease,DOID:12128
bulimia nervosa,DOID:12129
bronchiolitis,DOID:2942
pulmonary alveolar proteinosis,DOID:12120
combined oxidative phosphorylation deficiency 27,DOID:0111489
combined oxidative phosphorylation deficiency 31,DOID:0111488
combined oxidative phosphorylation deficiency 7,DOID:0111487
combined oxidative phosphorylation deficiency 3,DOID:0111486
combined oxidative phosphorylation deficiency 24,DOID:0111485
combined oxidative phosphorylation deficiency 18,DOID:0111484
combined oxidative phosphorylation deficiency 2,DOID:0111483
combined oxidative phosphorylation deficiency 36,DOID:0111482
combined oxidative phosphorylation deficiency 11,DOID:0111481
combined oxidative phosphorylation deficiency 10,DOID:0111480
scleritis,DOID:13452
frozen shoulder,DOID:14188
age related macular degeneration 14,DOID:0110026
age related macular degeneration 15,DOID:0110027
age related macular degeneration 12,DOID:0110024
age related macular degeneration 13,DOID:0110025
autosomal dominant keratitis-ichthyosis-deafness syndrome,DOID:0060871
isolated growth hormone deficiency,DOID:0060870
age related macular degeneration 8,DOID:0110020
age related macular degeneration 9,DOID:0110021
intestinal obstruction,DOID:8437
primary hypomagnesemia,DOID:0060879
hypoparathyroidism-deafness-renal disease syndrome,DOID:0060878
age related macular degeneration 5,DOID:0110028
Bartter disease type 4a,DOID:0110145
epithelioid sarcoma,DOID:6193
bradyopsia,DOID:0050335
distal arthrogryposis type 2B1,DOID:0111600
Bartter disease type 3,DOID:0110144
autosomal recessive limb-girdle muscular dystrophy type 2H,DOID:0110282
autosomal recessive limb-girdle muscular dystrophy type 2J,DOID:0110283
autosomal recessive limb-girdle muscular dystrophy type 2F,DOID:0110280
autosomal recessive limb-girdle muscular dystrophy type 2G,DOID:0110281
autosomal recessive limb-girdle muscular dystrophy type 2S,DOID:0110287
